date,total_trades,total_volume_usd,avg_execution_price,median_fee,unique_accounts,avg_closed_pnl,win_rate,value,classification,sentiment_group
2024-12-17,1940.0,5233597.63,1052.543387002464,0.0505675,15.0,113.1913944185567,0.4365979381443299,87.0,Extreme Greed,Greed
2024-12-18,1429.0,3798887.07,5035.001314213366,0.038151,13.0,9.575223703988803,0.36599020293911827,81.0,Extreme Greed,Greed
2024-12-19,3339.0,8241709.39,2950.7475688442946,0.024894,13.0,18.79125621024259,0.6148547469302186,75.0,Extreme Greed,Greed
2024-12-20,2487.0,7681274.71,1281.6683506039726,0.04799,15.0,102.52097307559309,0.5560916767189384,74.0,Greed,Greed
2024-12-21,1681.0,4382875.12,3657.2952470862583,0.051557,8.0,89.24578415050566,0.5496728138013087,73.0,Greed,Greed
2024-12-22,774.0,3087320.22,1463.3598931589147,0.0851885,8.0,455.03509557235145,0.4354005167958656,73.0,Greed,Greed
2024-12-23,2347.0,6771878.26,1741.0217452281254,0.04662299,14.0,-12.53967898466127,0.2901576480613549,70.0,Greed,Greed
2024-12-24,328.0,1767036.11,11709.091532137196,0.092331,11.0,45.16396376829268,0.3475609756097561,73.0,Greed,Greed
2024-12-25,208.0,347889.35,3392.6270428030766,0.052318,6.0,3.637774264423076,0.30288461538461536,73.0,Greed,Greed
2024-12-26,697.0,2205242.65,4755.660897423242,0.065342,7.0,86.41124780774749,0.5136298421807748,79.0,Extreme Greed,Greed
2024-12-27,260.0,347913.0,13201.857670753847,0.0451815,7.0,10.280042442307693,0.4230769230769231,74.0,Greed,Greed
2024-12-28,161.0,281555.01,4138.285644782609,0.034923,7.0,5.842693310559007,0.22981366459627328,72.0,Greed,Greed
2024-12-29,201.0,344628.54,7062.877761626865,0.055835,7.0,14.348596651741294,0.31840796019900497,73.0,Greed,Greed
2024-12-30,304.0,1073865.73,12587.64033930592,0.1020365,9.0,29.637296503289473,0.39473684210526316,65.0,Greed,Greed
2024-12-31,306.0,877164.62,28739.599964186276,0.08889,6.0,17.794159509803922,0.3006535947712418,64.0,Greed,Greed
2025-01-01,96.0,282582.1,8822.579264114584,0.031401495,6.0,-99.25068067708334,0.3020833333333333,66.0,Greed,Greed
2025-01-02,361.0,774674.84,10094.891613861495,0.077614,9.0,24.145482235457067,0.45706371191135736,70.0,Greed,Greed
2025-01-03,508.0,771208.99,9803.075828159448,0.0776185,9.0,11.867099986220472,0.27165354330708663,74.0,Greed,Greed
2025-01-04,371.0,1826029.6199999999,7797.149899172507,0.077587,9.0,6.882851665768194,0.20215633423180593,73.0,Greed,Greed
2025-01-05,239.0,451943.57,7824.165539405858,0.034919,8.0,13.337737920502093,0.41841004184100417,72.0,Greed,Greed
2025-01-06,573.0,556526.99,7217.135723097731,0.043684,7.0,10.583220581151831,0.15532286212914484,76.0,Extreme Greed,Greed
2025-01-07,637.0,1313178.1,9068.043705916796,0.056466,6.0,25.271942748822607,0.7613814756671899,78.0,Extreme Greed,Greed
2025-01-08,1039.0,3177275.18,6518.9895779990375,0.083341,11.0,125.23300342059672,0.37151106833493747,70.0,Greed,Greed
2025-01-09,522.0,1020733.25,6362.8980927356315,0.0776865,7.0,89.99220096168582,0.2777777777777778,69.0,Greed,Greed
2025-01-10,819.0,6547449.68,31588.405895721615,0.109808,7.0,-12.352717401709402,0.5274725274725275,50.0,Neutral,Neutral
2025-01-11,283.0,1658098.71,30131.135140431095,0.105972,7.0,8.017952424028268,0.24381625441696114,69.0,Greed,Greed
2025-01-12,602.0,2258459.17,12893.280709518272,0.0498725,7.0,9.538607646179402,0.7840531561461794,62.0,Greed,Greed
2025-01-13,408.0,2936648.0100000002,29317.207596281864,0.159879,11.0,23.66526801960784,0.3872549019607843,61.0,Greed,Greed
2025-01-14,275.0,876581.97,21343.217767563634,0.176451,9.0,58.43459038181818,0.49818181818181817,63.0,Greed,Greed
2025-01-15,267.0,1801599.8900000001,28411.1857780412,0.163205,11.0,55.50407602996255,0.4606741573033708,70.0,Greed,Greed
2025-01-16,371.0,3049692.96,30076.24313476011,0.089222,9.0,56.08546988679245,0.3423180592991914,75.0,Extreme Greed,Greed
2025-01-17,238.0,1110230.46,8905.736269495797,0.10736599999999999,8.0,29.43872104201681,0.5294117647058824,75.0,Extreme Greed,Greed
2025-01-18,651.0,2711629.88,9620.95311349616,0.102277,12.0,0.6808495883256523,0.38095238095238093,77.0,Extreme Greed,Greed
2025-01-19,1567.0,9715215.3,6104.771320986599,0.175054,15.0,56.10963580216975,0.20229738353541799,77.0,Extreme Greed,Greed
2025-01-20,1315.0,8287327.01,16330.118057409887,0.082737,15.0,66.37052408593155,0.5224334600760456,76.0,Extreme Greed,Greed
2025-01-21,530.0,1523729.82,19761.02999872815,0.06894600000000001,8.0,20.901583813207548,0.3867924528301887,76.0,Extreme Greed,Greed
2025-01-22,832.0,1778406.43,8344.303495522838,0.08354149999999999,10.0,24.66875968389423,0.28125,84.0,Extreme Greed,Greed
2025-01-23,1218.0,3697028.66,6983.956473275615,0.183772,12.0,83.13320374384236,0.6609195402298851,75.0,Extreme Greed,Greed
2025-01-24,873.0,1611433.45,5085.1043903871705,0.064507,11.0,12.145223067583046,0.5589919816723941,75.0,Extreme Greed,Greed
2025-01-25,506.0,1239377.7,3985.267088405138,0.088476,11.0,-20.450625011857706,0.27865612648221344,75.0,Extreme Greed,Greed
2025-01-26,451.0,1201173.66,18.065921855875832,0.194062,7.0,90.51766445232816,0.43458980044345896,73.0,Greed,Greed
2025-01-27,773.0,1508028.31,11661.276710637774,0.080448,15.0,53.469295461837,0.4760672703751617,71.0,Greed,Greed
2025-01-28,498.0,579412.17,6429.960821865462,0.0869055,8.0,36.103642516064255,0.6285140562248996,72.0,Greed,Greed
2025-01-29,910.0,1897513.41,581.4878012956043,0.19294250000000002,9.0,25.737375241758244,0.4164835164835165,72.0,Greed,Greed
2025-01-30,1067.0,3014397.17,8261.57404625867,0.205051,11.0,21.64711470009372,0.3467666354264292,70.0,Greed,Greed
2025-01-31,1016.0,2783411.48,6716.441229059054,0.1584155,11.0,35.303441705708664,0.5413385826771654,76.0,Extreme Greed,Greed
2025-02-01,634.0,1363746.44,4211.306208217666,0.100079,12.0,50.946695610410096,0.5962145110410094,68.0,Greed,Greed
2025-02-02,1318.0,5661092.29,5413.1927532974205,0.16105950000000002,13.0,123.56203309787556,0.3588770864946889,60.0,Greed,Greed
2025-02-03,2380.0,22592901.37,4859.416197735714,0.1216285,12.0,146.58459086932774,0.4634453781512605,44.0,Fear,Fear
2025-02-04,2512.0,15678409.27,15703.124947818073,0.10960400000000001,13.0,165.9541752070064,0.276671974522293,72.0,Greed,Greed
2025-02-05,1297.0,8743231.51,21926.164488164224,0.100991,11.0,43.721075992289904,0.3215111796453354,54.0,Neutral,Neutral
2025-02-06,1703.0,2818508.87,2869.875065266001,0.095556,11.0,19.84955944392249,0.46095126247798,49.0,Neutral,Neutral
2025-02-07,1524.0,3460263.54,23967.33330591798,0.0625735,13.0,14.730972500656167,0.2821522309711286,44.0,Fear,Fear
2025-02-08,575.0,839734.97,17096.856943027826,0.02109,10.0,1.0203534834782608,0.19130434782608696,44.0,Fear,Fear
2025-02-09,764.0,2920919.7,1661.4545370450262,0.02326,12.0,197.05736844502616,0.4306282722513089,46.0,Neutral,Neutral
2025-02-10,889.0,3624958.44,34318.415525228345,0.05034,14.0,71.88807047244094,0.4780652418447694,43.0,Fear,Fear
2025-02-11,848.0,2797544.17,19989.86707794811,0.051879499999999995,12.0,-7.186067001179245,0.21816037735849056,47.0,Neutral,Neutral
2025-02-12,1031.0,4143974.54,20122.266069995152,0.190763,12.0,19.251828353055284,0.4626576139670223,46.0,Neutral,Neutral
2025-02-13,1370.0,3199852.21,19088.377477377373,0.08906549999999999,11.0,20.313528640875912,0.4678832116788321,50.0,Neutral,Neutral
2025-02-14,1655.0,4007103.42,20052.512642015045,0.067442,15.0,129.22095184773414,0.42900302114803623,48.0,Neutral,Neutral
2025-02-15,932.0,1712852.95,11469.872673227468,0.0357345,12.0,48.32932082618026,0.4302575107296137,50.0,Neutral,Neutral
2025-02-16,681.0,806177.64,3744.413148171806,0.022104,10.0,3.4794103157121876,0.44052863436123346,54.0,Neutral,Neutral
2025-02-17,941.0,2031044.64,4732.56718405526,0.02493451,9.0,1.9325964877789585,0.22422954303931988,51.0,Neutral,Neutral
2025-02-18,1676.0,3371128.68,6687.4516690757755,0.0699295,11.0,54.418062292959426,0.5119331742243437,47.0,Neutral,Neutral
2025-02-19,1361.0,3263930.24,18063.043201803306,0.069926,10.0,11.010870463629685,0.4276267450404115,44.0,Fear,Fear
2025-02-20,2012.0,4628609.29,16106.864259217198,0.043349,11.0,22.867193887673956,0.47912524850894633,49.0,Neutral,Neutral
2025-02-21,1873.0,3972159.88,15982.61099378804,0.050512,14.0,63.904695114789114,0.5221569674319274,55.0,Greed,Greed
2025-02-22,686.0,3175570.2,16330.238533271136,0.1749545,10.0,36.849423,0.4970845481049563,49.0,Neutral,Neutral
2025-02-23,520.0,1141310.74,6653.326019425,0.06994700000000001,12.0,20.494104328846156,0.45,50.0,Neutral,Neutral
2025-02-24,5616.0,11223619.59,415.2820556340812,0.0227215,14.0,6.850102607193732,0.39672364672364674,49.0,Neutral,Neutral
2025-02-25,6246.0,19414984.36,1141.5425229423631,0.083943,18.0,32.782929400256165,0.260646813960935,25.0,Fear,Fear
2025-02-26,1176.0,4946958.13,1021.7923438341836,0.12170600000000001,13.0,53.76621014370748,0.6709183673469388,21.0,Extreme Fear,Fear
2025-02-27,890.0,1999898.43,3783.741142521348,0.150785,9.0,-41.039514064044944,0.27752808988764044,10.0,Extreme Fear,Fear
2025-02-28,1019.0,4123660.77,2374.567007783121,0.077605,13.0,221.4211077016683,0.3886162904808636,16.0,Extreme Fear,Fear
2025-03-01,174.0,263824.13,3119.315583793103,0.096956,5.0,60.897177977011495,0.4482758620689655,20.0,Extreme Fear,Fear
2025-03-02,532.0,6460848.74,9371.077831221804,0.302868,10.0,125.77879832330827,0.5018796992481203,26.0,Fear,Fear
2025-03-03,1482.0,8244590.38,3500.2799614203777,0.05086,14.0,415.9332201302294,0.6153846153846154,33.0,Fear,Fear
2025-03-04,2402.0,11124247.15,2545.786879941715,0.17501850000000002,16.0,75.80165136761032,0.25353871773522063,15.0,Extreme Fear,Fear
2025-03-05,1660.0,9193654.22,3657.355850823494,0.30952999999999997,13.0,162.24600356445782,0.7584337349397591,20.0,Extreme Fear,Fear
2025-03-06,760.0,6765324.96,5795.717284914474,0.211715,12.0,21.18569152763158,0.48026315789473684,25.0,Fear,Fear
2025-03-07,2552.0,19854275.48,4468.829034675548,0.22489150000000002,14.0,58.86993010462382,0.5223354231974922,34.0,Fear,Fear
2025-03-08,529.0,892083.51,3131.854198517958,0.094073,13.0,46.69333338185255,0.5689981096408318,28.0,Fear,Fear
2025-03-09,1422.0,10419697.99,806.5426083241913,0.174998,12.0,13.905384947257385,0.4409282700421941,27.0,Fear,Fear
2025-03-10,2911.0,16811790.68,2998.767983825833,0.150015,14.0,-3.438690233596702,0.39745791824115423,20.0,Extreme Fear,Fear
2025-03-11,3286.0,14016952.09,2341.3900885374314,0.0,16.0,-23.3964482763238,0.18746195982958003,24.0,Extreme Fear,Fear
2025-03-12,3968.0,18618139.15,4000.6491172159776,0.149473,13.0,72.60735489289314,0.5645161290322581,34.0,Fear,Fear
2025-03-13,962.0,3285591.22,5443.617843656964,0.16644150000000002,13.0,14.672422944906446,0.4573804573804574,45.0,Neutral,Neutral
2025-03-14,2210.0,8047187.16,4004.7944216610863,0.0,10.0,31.061610899999998,0.8538461538461538,27.0,Fear,Fear
2025-03-15,261.0,2355749.54,23597.128657252873,0.22096,8.0,301.51197154022987,0.5938697318007663,46.0,Neutral,Neutral
2025-03-16,530.0,10187921.51,50519.7275055283,0.30190799999999995,8.0,-14.926308575471696,0.2320754716981132,30.0,Fear,Fear
2025-03-17,920.0,3592895.05,9535.147864272825,0.100382,11.0,28.439028818478263,0.4532608695652174,32.0,Fear,Fear
2025-03-18,834.0,4050655.47,11904.990233124701,0.1289225,13.0,86.71797221103118,0.22541966426858512,34.0,Fear,Fear
2025-03-19,1612.0,4598813.57,15006.281201493797,0.10001850000000001,12.0,18.222507655707197,0.4162531017369727,32.0,Fear,Fear
2025-03-20,771.0,1652257.93,2358.06017454345,0.150001,13.0,13.290349463035021,0.4085603112840467,49.0,Neutral,Neutral
2025-03-21,698.0,2543903.39,4097.717261760745,0.149981,9.0,9.958840077363897,0.5,31.0,Fear,Fear
2025-03-22,535.0,971809.42,3803.037827611215,0.166277,8.0,23.361748138317758,0.4747663551401869,32.0,Fear,Fear
2025-03-23,447.0,2593519.67,5709.453012297539,0.133558,10.0,31.425999071588368,0.32662192393736017,30.0,Fear,Fear
2025-03-24,1027.0,3017587.05,3414.229185942551,0.149974,13.0,105.04280555111977,0.6153846153846154,45.0,Neutral,Neutral
2025-03-25,791.0,5372519.77,11769.79868919722,0.149991,13.0,40.49419314791403,0.3615676359039191,46.0,Neutral,Neutral
2025-03-26,3102.0,7597754.37,1063.4996657601548,0.1616695,17.0,5.094186791424887,0.27111540941328177,47.0,Neutral,Neutral
2025-03-27,785.0,3240279.46,9118.37818057707,0.149983,11.0,74.9367633388535,0.33375796178343947,40.0,Fear,Fear
2025-03-28,728.0,1483092.61,7612.338172063187,0.149969,11.0,29.30931227335165,0.3173076923076923,44.0,Fear,Fear
2025-03-29,1894.0,3668151.83,2414.803543719641,0.120294,10.0,6.38800049155227,0.3558606124604013,26.0,Fear,Fear
2025-03-30,568.0,2850874.96,7603.879054272887,0.15531850000000003,9.0,27.8083013028169,0.16549295774647887,32.0,Fear,Fear
2025-03-31,495.0,2164772.4699999997,8426.110126818183,0.077779,12.0,14.097342539393939,0.5232323232323233,34.0,Fear,Fear
2025-04-01,192.0,704445.1900000001,11425.36599246875,0.149971,9.0,-11.472199177083334,0.4583333333333333,34.0,Fear,Fear
2025-04-02,1076.0,3867930.6,7414.856134767658,0.17497000000000001,11.0,187.930056633829,0.8949814126394052,44.0,Fear,Fear
2025-04-03,1748.0,8670233.15,4420.623526697368,0.138763,17.0,-1.353524757437071,0.2974828375286041,25.0,Fear,Fear
2025-04-04,1272.0,3835545.73,4732.811766900943,0.12355849999999999,14.0,-20.05949602987421,0.38757861635220126,28.0,Fear,Fear
2025-04-05,360.0,1267564.22,10940.511464127778,0.1539085,10.0,99.74260475,0.5805555555555556,30.0,Fear,Fear
2025-04-06,1048.0,3551252.06,4081.8439489007637,0.1276815,14.0,44.89832945801527,0.31679389312977096,34.0,Fear,Fear
2025-04-07,2814.0,14460253.14,10523.865138202558,0.0909935,18.0,12.269854408315563,0.23916133617626156,23.0,Extreme Fear,Fear
2025-04-08,943.0,8869391.4,31685.96511792683,0.191618,17.0,37.00890222481442,0.4093319194061506,24.0,Extreme Fear,Fear
2025-04-09,3967.0,28556806.47,13917.529131650617,0.100075,20.0,10.86978694151752,0.43055205444920597,18.0,Extreme Fear,Fear
2025-04-10,2127.0,28741953.29,39246.50578036154,0.169556,19.0,74.40612236060178,0.5289139633286318,39.0,Fear,Fear
2025-04-11,1096.0,11319327.07,18896.037772089418,0.0903555,16.0,115.33437872354014,0.3357664233576642,25.0,Fear,Fear
2025-04-12,2109.0,55914617.49,52901.409214082974,0.324425,20.0,194.60393292223802,0.2721669037458511,43.0,Fear,Fear
2025-04-13,1321.0,14171154.79,32683.551292376986,0.086152,17.0,36.86299888039364,0.3618470855412566,45.0,Neutral,Neutral
2025-04-14,890.0,13079972.98,32893.321598730334,0.174284,14.0,51.32634052022472,0.42247191011235957,31.0,Fear,Fear
2025-04-15,1131.0,20752168.24,63863.56281482317,0.0,14.0,63.976751796640144,0.5720601237842617,38.0,Fear,Fear
2025-04-16,1608.0,36502715.9,48069.123414856964,0.107711,17.0,36.46251881654229,0.3401741293532338,29.0,Fear,Fear
2025-04-17,1031.0,2604551.51,1747.3123040737148,0.141356,12.0,5.264713759456837,0.30358874878758485,30.0,Fear,Fear
2025-04-18,1894.0,24610650.46,15666.24511019377,0.1399535,12.0,2.576771248152059,0.5126715945089757,33.0,Fear,Fear
2025-04-19,2786.0,32706462.71,16014.825865230438,0.1512085,15.0,25.82576363783202,0.2921751615218952,32.0,Fear,Fear
2025-04-20,1982.0,12126094.05,7953.09440782997,0.104995,12.0,12.643966668012109,0.3985872855701312,37.0,Fear,Fear
2025-04-21,1718.0,42104054.84,41859.99143913446,0.127975,14.0,20.005394590803256,0.3940628637951106,39.0,Fear,Fear
2025-04-22,2998.0,33753625.24,15070.37095092762,0.143951,15.0,19.563963835223483,0.2961974649766511,47.0,Neutral,Neutral
2025-04-23,6159.0,30682443.79,12725.948066658386,0.055499,19.0,-68.03380836678032,0.324728040266277,72.0,Greed,Greed
2025-04-24,2232.0,35088918.64,42081.60551729973,0.11556,15.0,22.717023281810036,0.4135304659498208,63.0,Greed,Greed
2025-04-25,1653.0,27749455.78,33876.77419571567,0.144265,16.0,12.231614764670297,0.38596491228070173,60.0,Greed,Greed
2025-04-26,1131.0,11948127.77,24357.80254500265,0.04525,12.0,-3.6478814694960215,0.1724137931034483,65.0,Greed,Greed
2025-04-27,337.0,487537.69,13133.751885486648,0.015788,9.0,8.018004356083086,0.3560830860534125,61.0,Greed,Greed
2025-04-28,1379.0,26124921.49,58469.14186169688,0.237139,8.0,26.763461754169686,0.4169688179840464,54.0,Neutral,Neutral
2025-04-29,2243.0,34089511.66,28548.785993098085,0.14118,7.0,56.06313572313866,0.43201069995541685,60.0,Greed,Greed
2025-04-30,1113.0,12693878.85,35649.303644469,0.11504,8.0,12.582028094339623,0.26504941599281223,56.0,Greed,Greed
2025-05-01,1230.0,10720240.52,12672.104182341463,0.145299,11.0,44.338885607317074,0.43089430894308944,53.0,Neutral,Neutral
